age;marital;job;housing;loan;campaign;contact
43;married;technician;1;1;1;unknown
46;divorced;services;1;0;1;unknown
43;married;services;1;1;3;unknown
50;divorced;services;1;0;2;unknown
41;single;admin.;1;0;1;unknown
50;married;services;1;0;1;unknown
50;divorced;services;1;0;1;unknown
40;married;admin.;1;0;1;unknown
30;single;blue-collar;1;0;6;unknown
44;married;admin.;1;1;4;unknown
51;single;technician;1;0;1;unknown
40;married;blue-collar;1;0;3;unknown
38;married;blue-collar;1;0;1;unknown
52;married;technician;1;0;2;unknown
49;married;technician;1;0;2;unknown
44;divorced;admin.;1;0;1;unknown
39;married;admin.;1;0;1;unknown
43;single;admin.;1;0;2;unknown
32;married;services;1;1;2;unknown
55;divorced;management;1;0;1;unknown
55;married;services;1;0;1;unknown
42;divorced;management;1;0;1;unknown
26;single;technician;1;1;1;unknown
54;married;services;1;0;1;unknown
34;married;blue-collar;1;1;1;unknown
46;married;management;1;1;2;unknown
25;single;blue-collar;1;0;6;unknown
49;married;management;1;0;1;unknown
59;divorced;blue-collar;1;0;1;unknown
57;married;management;0;0;1;unknown
27;married;technician;1;0;2;unknown
38;married;services;1;0;1;unknown
41;divorced;services;1;0;1;unknown
56;married;blue-collar;1;0;1;unknown
37;married;blue-collar;1;0;1;unknown
32;married;unemployed;1;0;1;unknown
47;married;admin.;1;0;3;unknown
57;married;management;1;0;2;unknown
38;single;services;1;0;1;unknown
30;married;blue-collar;1;0;2;unknown
43;married;blue-collar;1;0;1;unknown
35;single;blue-collar;0;0;3;unknown
28;single;technician;1;0;1;unknown
38;married;admin.;1;1;2;unknown
45;married;blue-collar;1;0;5;unknown
31;single;technician;1;0;3;unknown
38;married;technician;1;0;1;unknown
28;single;student;1;0;1;unknown
40;married;unemployed;1;0;4;unknown
30;married;blue-collar;1;1;1;unknown
47;married;blue-collar;1;0;2;unknown
27;single;management;1;0;1;unknown
30;single;technician;0;0;1;unknown
53;married;services;1;0;12;unknown
48;married;blue-collar;1;0;3;unknown
35;single;technician;1;0;4;unknown
38;single;services;1;0;1;unknown
32;married;technician;0;0;1;unknown
53;married;blue-collar;1;0;1;unknown
25;married;blue-collar;1;0;1;unknown
45;married;entrepreneur;1;0;2;unknown
28;single;blue-collar;0;0;1;unknown
30;married;blue-collar;1;0;1;unknown
31;single;admin.;0;0;1;unknown
42;married;housemaid;0;0;2;unknown
60;married;admin.;0;0;3;unknown
28;single;student;1;0;1;unknown
46;single;blue-collar;1;0;2;unknown
40;married;technician;0;0;1;unknown
32;married;blue-collar;1;0;1;unknown
56;married;blue-collar;1;0;1;unknown
20;married;blue-collar;1;1;3;unknown
41;single;services;1;0;1;unknown
48;married;blue-collar;1;0;2;unknown
49;married;blue-collar;1;0;1;unknown
29;single;blue-collar;1;0;3;unknown
57;divorced;admin.;1;0;3;unknown
49;married;technician;0;0;2;unknown
42;single;entrepreneur;1;0;5;unknown
28;married;blue-collar;1;0;2;unknown
31;married;blue-collar;1;0;1;unknown
26;married;blue-collar;1;0;2;unknown
29;single;services;1;0;2;unknown
26;single;technician;1;0;1;unknown
31;single;blue-collar;1;0;1;unknown
38;married;entrepreneur;1;0;2;unknown
45;divorced;services;1;0;1;unknown
24;single;blue-collar;1;0;1;unknown
31;single;admin.;1;0;1;unknown
40;married;blue-collar;1;0;1;unknown
34;divorced;services;1;0;1;unknown
24;single;technician;1;0;1;unknown
26;single;blue-collar;0;0;1;unknown
29;single;management;1;0;1;unknown
30;married;management;1;0;1;unknown
61;married;blue-collar;1;0;2;unknown
26;married;management;0;0;3;unknown
31;single;technician;1;0;3;unknown
28;single;technician;1;0;1;unknown
31;married;admin.;1;0;1;unknown
52;divorced;entrepreneur;1;0;3;unknown
30;single;blue-collar;1;0;5;unknown
32;married;services;1;0;11;unknown
38;single;management;0;0;4;unknown
40;married;blue-collar;1;1;2;unknown
38;married;entrepreneur;1;0;2;unknown
54;married;blue-collar;1;0;2;unknown
42;married;services;1;0;2;unknown
34;divorced;technician;1;0;12;unknown
42;married;management;1;0;2;unknown
54;divorced;retired;1;0;4;unknown
27;married;blue-collar;1;0;1;unknown
31;married;blue-collar;1;1;3;unknown
34;single;technician;1;1;3;unknown
31;married;blue-collar;1;0;4;unknown
27;married;technician;1;0;1;unknown
25;married;blue-collar;1;1;3;unknown
20;single;student;1;0;1;unknown
54;divorced;admin.;1;0;1;unknown
30;single;blue-collar;1;0;1;unknown
33;married;blue-collar;1;0;1;unknown
22;single;blue-collar;1;0;1;unknown
36;married;blue-collar;1;0;14;unknown
44;married;blue-collar;1;0;3;unknown
43;married;management;1;1;3;unknown
44;married;retired;1;0;6;unknown
49;single;management;1;0;3;unknown
27;married;entrepreneur;1;0;1;unknown
45;married;blue-collar;1;0;4;unknown
41;married;management;1;0;1;unknown
28;single;entrepreneur;1;0;3;unknown
51;married;technician;1;0;3;unknown
49;married;management;1;1;3;unknown
42;married;unemployed;1;1;1;unknown
55;married;technician;1;0;1;unknown
41;single;technician;1;1;1;unknown
51;single;management;0;0;2;unknown
46;married;blue-collar;1;0;1;unknown
41;married;blue-collar;1;0;1;unknown
32;divorced;blue-collar;0;1;1;unknown
43;single;technician;1;0;2;unknown
48;married;blue-collar;1;1;1;unknown
52;married;self-employed;1;1;2;unknown
29;single;technician;0;0;1;unknown
51;divorced;admin.;1;0;1;unknown
48;married;blue-collar;1;0;1;unknown
34;married;services;1;0;4;unknown
52;single;admin.;1;1;3;unknown
31;married;self-employed;1;0;1;unknown
41;married;technician;1;0;1;unknown
40;single;services;1;1;7;unknown
51;married;services;1;0;1;unknown
42;married;blue-collar;1;0;1;unknown
31;single;blue-collar;1;0;1;unknown
34;married;blue-collar;1;0;1;unknown
41;married;self-employed;1;0;1;unknown
43;married;blue-collar;1;0;1;unknown
54;married;blue-collar;1;0;1;unknown
47;married;services;0;0;6;unknown
41;married;blue-collar;1;0;2;unknown
40;married;management;1;1;1;unknown
23;single;management;1;0;2;unknown
48;married;blue-collar;1;0;1;unknown
36;single;admin.;0;0;4;unknown
44;divorced;management;1;0;1;unknown
31;single;admin.;1;0;1;unknown
32;married;blue-collar;1;0;4;unknown
49;married;blue-collar;1;0;1;unknown
23;single;blue-collar;1;0;1;unknown
41;married;admin.;1;0;2;unknown
52;married;blue-collar;1;1;2;unknown
41;married;management;1;0;3;unknown
22;married;blue-collar;1;0;3;unknown
60;married;blue-collar;1;0;2;unknown
60;married;technician;1;0;1;unknown
35;married;technician;1;0;1;unknown
49;married;blue-collar;1;0;2;unknown
32;single;blue-collar;1;1;2;unknown
45;married;blue-collar;1;0;5;unknown
29;single;management;1;0;1;unknown
45;married;management;1;0;3;unknown
28;single;management;1;0;1;unknown
21;single;student;1;0;1;unknown
31;single;services;1;0;2;unknown
27;divorced;admin.;1;0;1;unknown
43;divorced;services;1;0;3;unknown
24;single;blue-collar;1;0;1;unknown
28;single;blue-collar;1;0;1;unknown
42;divorced;management;1;0;6;unknown
40;married;blue-collar;1;0;43;unknown
42;married;services;1;0;2;unknown
31;single;blue-collar;1;0;5;unknown
47;married;blue-collar;1;1;5;unknown
40;divorced;blue-collar;1;0;2;unknown
31;divorced;admin.;1;0;9;unknown
26;divorced;blue-collar;1;0;3;unknown
52;single;admin.;0;0;11;unknown
31;single;blue-collar;1;1;1;unknown
44;married;management;1;0;5;unknown
27;single;technician;0;0;1;unknown
41;married;blue-collar;1;0;3;unknown
28;single;management;1;1;2;unknown
27;married;blue-collar;1;0;3;unknown
34;married;admin.;1;0;1;unknown
44;married;blue-collar;1;0;2;unknown
36;married;blue-collar;1;1;2;unknown
37;married;technician;1;0;3;unknown
27;single;technician;1;0;2;unknown
32;single;blue-collar;1;0;4;unknown
31;married;blue-collar;1;0;2;unknown
51;married;management;0;0;2;unknown
47;divorced;technician;1;0;2;unknown
23;single;student;1;0;3;unknown
30;single;management;1;0;51;unknown
50;married;blue-collar;1;1;13;unknown
52;married;services;1;0;3;unknown
34;single;blue-collar;1;0;5;unknown
28;married;entrepreneur;1;0;2;unknown
28;single;admin.;1;1;2;unknown
57;married;retired;1;1;2;unknown
31;single;management;1;0;2;unknown
35;married;management;1;0;2;unknown
49;married;entrepreneur;1;1;6;unknown
32;married;services;1;0;9;unknown
28;married;services;1;0;2;unknown
51;single;management;1;1;4;unknown
32;married;blue-collar;1;0;2;unknown
37;divorced;management;1;0;2;unknown
55;married;blue-collar;1;0;2;unknown
27;single;blue-collar;1;0;3;unknown
49;single;management;0;0;2;unknown
22;single;blue-collar;1;1;2;unknown
36;divorced;technician;1;0;5;unknown
46;divorced;management;1;0;7;unknown
57;married;blue-collar;1;0;2;unknown
55;divorced;admin.;1;0;6;unknown
34;married;blue-collar;1;1;3;unknown
44;married;technician;1;0;4;unknown
45;married;management;0;0;5;unknown
30;married;blue-collar;0;0;3;unknown
30;single;technician;1;1;6;unknown
45;married;blue-collar;1;0;2;unknown
34;divorced;blue-collar;1;0;13;unknown
41;married;technician;1;0;5;unknown
45;married;management;1;0;63;unknown
46;divorced;technician;0;0;5;unknown
37;married;management;1;0;10;unknown
45;married;blue-collar;1;0;2;unknown
42;married;blue-collar;1;0;41;unknown
49;married;blue-collar;1;0;5;unknown
54;married;blue-collar;1;0;3;unknown
60;married;retired;1;0;2;unknown
24;single;admin.;1;0;26;unknown
43;married;blue-collar;1;1;7;unknown
49;married;technician;1;0;4;unknown
45;married;blue-collar;1;0;3;unknown
54;divorced;technician;1;0;7;unknown
39;married;management;1;0;8;unknown
23;single;technician;1;0;6;unknown
48;divorced;services;1;0;4;unknown
38;married;admin.;1;1;2;unknown
44;single;self-employed;1;0;10;unknown
53;single;management;1;0;9;unknown
28;married;blue-collar;1;0;5;unknown
38;single;management;1;0;9;unknown
27;single;blue-collar;1;0;5;unknown
25;married;blue-collar;1;1;2;unknown
35;married;admin.;1;1;2;unknown
31;married;blue-collar;1;0;9;unknown
40;married;blue-collar;1;0;3;unknown
27;single;services;1;0;7;unknown
53;married;admin.;0;0;11;unknown
32;divorced;management;1;1;3;unknown
37;single;technician;1;0;8;unknown
37;married;blue-collar;1;0;4;unknown
47;married;blue-collar;1;0;14;unknown
36;divorced;management;1;0;11;unknown
52;married;blue-collar;1;1;4;unknown
52;married;services;1;0;3;unknown
50;married;technician;1;0;2;unknown
45;married;blue-collar;1;0;7;unknown
52;married;blue-collar;1;0;2;unknown
23;married;services;1;1;2;unknown
44;married;blue-collar;1;0;5;unknown
27;single;admin.;1;0;2;unknown
57;married;technician;1;0;4;unknown
48;married;blue-collar;1;0;2;unknown
51;married;management;1;0;2;unknown
53;married;management;0;0;4;unknown
46;married;retired;0;0;2;unknown
49;single;services;1;0;10;unknown
30;single;technician;1;0;3;unknown
41;married;management;1;0;3;unknown
42;married;self-employed;1;0;9;unknown
34;married;self-employed;1;0;3;unknown
44;married;services;1;0;5;unknown
34;married;blue-collar;1;0;4;unknown
28;single;student;1;0;9;unknown
31;single;management;1;0;1;unknown
48;single;technician;0;0;5;unknown
38;divorced;management;1;0;1;unknown
38;single;management;1;0;1;unknown
32;divorced;management;1;0;1;unknown
33;married;admin.;1;0;1;unknown
41;single;services;1;0;15;unknown
33;single;admin.;1;0;1;unknown
37;married;management;0;0;1;unknown
55;divorced;technician;1;0;4;unknown
32;single;services;1;0;1;unknown
33;single;management;1;0;1;unknown
54;married;management;1;0;10;unknown
39;single;admin.;1;0;1;unknown
60;married;technician;1;0;11;unknown
30;married;blue-collar;1;0;1;unknown
34;single;management;1;0;14;unknown
57;married;management;1;1;2;unknown
36;married;blue-collar;1;0;1;unknown
39;married;admin.;0;1;1;unknown
38;married;blue-collar;1;1;1;unknown
37;divorced;management;1;1;4;unknown
36;married;management;1;0;1;unknown
39;married;blue-collar;1;0;1;unknown
35;married;entrepreneur;1;0;1;unknown
47;married;blue-collar;1;0;2;unknown
37;married;management;1;0;1;unknown
39;married;unemployed;1;0;1;unknown
35;married;blue-collar;1;1;1;unknown
32;divorced;management;1;0;12;unknown
30;single;management;1;0;1;unknown
38;single;blue-collar;1;0;1;unknown
35;divorced;blue-collar;1;0;1;unknown
31;married;blue-collar;1;0;6;unknown
35;married;blue-collar;1;1;1;unknown
38;married;management;1;0;1;unknown
34;married;services;1;0;1;unknown
30;single;management;1;0;4;unknown
31;divorced;services;1;0;1;unknown
54;married;services;1;0;2;unknown
40;married;technician;0;0;5;unknown
35;married;blue-collar;1;0;1;unknown
35;single;technician;1;0;1;unknown
29;single;services;1;0;2;unknown
33;single;admin.;1;0;1;unknown
31;single;student;1;0;1;unknown
51;married;housemaid;1;0;3;unknown
35;married;blue-collar;1;0;1;unknown
38;married;self-employed;1;0;1;unknown
36;married;unemployed;1;0;1;unknown
37;married;management;1;0;1;unknown
29;married;technician;1;0;2;unknown
53;married;services;1;0;2;unknown
34;married;blue-collar;1;1;1;unknown
31;single;self-employed;1;0;1;unknown
38;divorced;admin.;1;0;1;unknown
36;married;admin.;1;0;1;unknown
36;married;management;1;0;15;unknown
32;single;student;1;0;1;unknown
38;married;blue-collar;1;0;1;unknown
36;married;blue-collar;1;0;1;unknown
35;married;blue-collar;1;0;1;unknown
31;married;management;0;0;1;unknown
32;married;blue-collar;1;0;1;unknown
32;married;services;1;0;1;unknown
36;married;services;1;0;1;unknown
32;married;unemployed;1;0;2;unknown
33;married;blue-collar;1;0;1;unknown
30;married;blue-collar;1;0;1;unknown
39;married;services;1;0;2;unknown
35;married;admin.;1;0;1;unknown
31;married;blue-collar;1;0;2;unknown
30;single;services;1;0;1;unknown
34;married;services;1;0;1;unknown
30;single;blue-collar;1;0;1;unknown
31;single;blue-collar;1;0;1;unknown
39;married;self-employed;1;1;1;unknown
36;married;technician;1;1;1;unknown
32;single;management;1;0;1;unknown
33;married;services;1;0;1;unknown
33;married;services;1;0;1;unknown
34;divorced;technician;1;0;1;unknown
39;married;housemaid;1;0;1;unknown
35;married;management;1;0;1;unknown
60;single;retired;1;0;3;unknown
34;single;technician;0;0;1;unknown
33;married;technician;1;0;1;unknown
59;divorced;admin.;1;1;1;unknown
31;single;admin.;0;0;1;unknown
36;married;technician;1;0;1;unknown
36;divorced;technician;1;0;1;unknown
38;married;blue-collar;1;1;1;unknown
32;married;blue-collar;1;0;1;unknown
32;single;technician;1;0;1;unknown
39;married;services;1;0;1;unknown
39;married;retired;0;0;1;unknown
33;married;housemaid;1;0;1;unknown
23;single;services;1;0;1;unknown
39;married;entrepreneur;1;0;1;unknown
36;married;blue-collar;1;0;1;unknown
38;single;technician;1;0;1;unknown
35;married;admin.;1;0;1;unknown
27;single;technician;1;0;2;unknown
31;single;admin.;1;1;2;unknown
58;married;housemaid;1;0;1;unknown
34;divorced;technician;1;1;1;unknown
31;single;admin.;1;0;1;unknown
36;married;blue-collar;1;0;2;unknown
34;married;admin.;0;0;1;unknown
37;married;technician;1;0;2;unknown
37;married;admin.;1;0;1;unknown
33;single;technician;1;0;1;unknown
33;married;admin.;1;0;1;unknown
39;married;blue-collar;1;1;1;unknown
35;single;blue-collar;0;0;1;unknown
35;married;blue-collar;1;0;1;unknown
34;single;services;1;0;1;unknown
39;married;services;1;1;1;unknown
37;single;management;1;0;1;unknown
42;married;management;1;0;4;unknown
40;married;blue-collar;1;0;6;unknown
37;married;blue-collar;1;1;1;unknown
37;married;blue-collar;1;0;1;unknown
36;single;technician;1;0;1;unknown
35;married;entrepreneur;1;0;1;unknown
35;married;services;1;0;1;unknown
37;married;management;1;1;1;unknown
35;divorced;technician;1;0;1;unknown
30;single;self-employed;1;0;1;unknown
37;single;management;1;0;2;unknown
31;single;admin.;1;0;1;unknown
56;married;entrepreneur;1;0;3;unknown
37;married;blue-collar;1;0;2;unknown
33;married;blue-collar;1;0;1;unknown
40;married;blue-collar;1;0;3;unknown
38;married;services;1;0;1;unknown
41;single;services;1;0;1;unknown
38;married;blue-collar;0;0;1;unknown
36;married;technician;1;0;1;unknown
31;single;technician;1;0;3;unknown
31;married;technician;0;0;4;unknown
52;divorced;blue-collar;1;1;1;unknown
31;single;management;1;0;1;unknown
39;married;blue-collar;1;0;1;unknown
35;married;admin.;1;0;1;unknown
22;married;services;1;1;1;unknown
38;married;admin.;1;0;2;unknown
39;married;blue-collar;1;0;1;unknown
34;single;services;0;0;1;unknown
34;married;blue-collar;1;1;1;unknown
36;divorced;blue-collar;1;0;1;unknown
32;single;blue-collar;1;0;1;unknown
33;single;management;1;0;1;unknown
33;married;services;1;0;1;unknown
36;married;admin.;1;0;1;unknown
32;married;blue-collar;1;0;1;unknown
42;married;blue-collar;1;0;2;unknown
43;married;management;1;0;2;unknown
35;single;self-employed;1;0;1;unknown
37;single;housemaid;1;0;1;unknown
33;married;blue-collar;1;0;1;unknown
26;single;student;1;0;2;unknown
37;single;technician;1;0;1;unknown
33;married;services;1;0;2;unknown
40;married;admin.;1;0;2;unknown
36;divorced;technician;1;0;2;unknown
35;married;blue-collar;1;1;2;unknown
36;married;blue-collar;1;0;2;unknown
39;divorced;admin.;1;0;2;unknown
60;married;management;1;0;5;unknown
34;single;admin.;1;0;2;unknown
32;married;blue-collar;1;0;2;unknown
33;single;management;1;1;6;unknown
59;married;blue-collar;1;1;1;unknown
35;single;management;1;0;2;unknown
34;single;admin.;1;0;1;unknown
42;married;management;0;0;12;unknown
38;married;entrepreneur;1;0;10;unknown
33;married;services;1;0;1;unknown
32;single;blue-collar;0;0;1;unknown
30;married;blue-collar;1;0;2;unknown
34;single;management;1;1;1;unknown
59;married;retired;1;0;1;unknown
32;married;admin.;1;0;2;unknown
54;married;housemaid;1;0;7;unknown
48;divorced;management;1;0;2;unknown
36;married;blue-collar;1;0;1;unknown
29;single;services;1;0;9;unknown
39;single;blue-collar;1;0;2;unknown
54;divorced;services;0;0;5;unknown
36;single;admin.;0;0;1;unknown
33;married;technician;1;1;1;unknown
32;single;management;1;0;1;unknown
41;divorced;services;0;0;6;unknown
34;single;blue-collar;1;0;1;unknown
34;married;services;1;1;1;unknown
53;married;housemaid;1;0;1;unknown
38;married;services;1;1;2;unknown
33;married;blue-collar;1;0;1;unknown
32;married;technician;1;0;1;unknown
33;married;services;1;1;1;unknown
35;married;blue-collar;1;0;1;unknown
34;married;management;1;0;1;unknown
37;married;entrepreneur;1;0;1;unknown
38;married;unemployed;1;0;2;unknown
39;married;housemaid;1;0;2;unknown
43;married;blue-collar;1;0;1;unknown
39;married;admin.;1;0;1;unknown
38;married;blue-collar;1;0;1;unknown
40;married;services;1;0;8;unknown
38;married;self-employed;1;0;1;unknown
32;divorced;admin.;1;1;1;unknown
31;single;blue-collar;0;0;1;unknown
32;married;blue-collar;0;0;1;unknown
37;single;blue-collar;1;0;1;unknown
30;single;management;0;0;11;unknown
46;married;entrepreneur;1;0;2;unknown
36;single;housemaid;1;0;2;unknown
34;married;blue-collar;1;0;1;unknown
32;married;blue-collar;1;1;2;unknown
34;divorced;services;1;1;1;unknown
33;married;blue-collar;1;0;2;unknown
37;married;entrepreneur;1;0;2;unknown
34;single;technician;1;0;4;unknown
37;married;blue-collar;1;1;2;unknown
31;married;services;1;1;2;unknown
47;married;entrepreneur;1;0;1;unknown
36;single;management;1;0;1;unknown
31;married;unemployed;1;0;3;unknown
33;married;blue-collar;1;1;1;unknown
33;married;blue-collar;1;1;1;unknown
39;married;blue-collar;1;0;1;unknown
37;divorced;blue-collar;1;0;1;unknown
34;single;technician;1;0;1;unknown
33;married;management;0;0;1;unknown
31;single;blue-collar;1;0;1;unknown
33;married;admin.;1;0;2;unknown
30;married;management;1;0;3;unknown
34;married;services;1;0;2;unknown
31;single;student;1;0;2;unknown
36;married;entrepreneur;0;0;1;unknown
37;single;management;0;0;3;unknown
31;single;services;1;0;1;unknown
39;married;admin.;1;0;2;unknown
34;married;management;1;0;2;unknown
43;married;management;1;0;2;unknown
43;married;blue-collar;1;0;9;unknown
34;married;blue-collar;1;0;1;unknown
36;married;blue-collar;1;1;2;unknown
55;married;admin.;1;0;1;unknown
31;single;admin.;1;1;1;unknown
32;married;blue-collar;1;0;2;unknown
31;married;blue-collar;1;0;2;unknown
31;married;blue-collar;1;0;26;unknown
33;single;management;0;0;2;unknown
32;married;admin.;1;0;3;unknown
44;divorced;technician;1;0;3;unknown
33;married;services;1;0;2;unknown
39;married;services;1;0;2;unknown
39;married;blue-collar;1;0;2;unknown
33;single;services;1;0;3;unknown
40;married;blue-collar;1;0;8;unknown
34;single;technician;1;0;2;unknown
39;married;management;1;0;3;unknown
32;married;blue-collar;1;0;2;unknown
34;married;blue-collar;1;0;2;unknown
59;married;blue-collar;1;0;4;unknown
39;married;blue-collar;1;0;1;unknown
34;married;services;1;0;3;unknown
36;single;services;1;0;1;unknown
35;married;blue-collar;0;0;6;unknown
39;married;technician;1;0;1;unknown
57;divorced;housemaid;1;0;14;unknown
46;married;management;1;0;6;unknown
58;married;blue-collar;1;0;3;unknown
32;married;technician;1;0;1;unknown
34;single;admin.;1;1;11;unknown
35;single;technician;1;0;2;unknown
36;single;technician;1;0;2;unknown
40;married;management;1;0;1;unknown
44;married;services;1;0;8;unknown
31;married;blue-collar;1;0;4;unknown
55;married;self-employed;1;0;2;unknown
35;married;technician;1;0;1;unknown
31;married;unemployed;1;0;1;unknown
35;single;management;1;0;1;unknown
36;married;admin.;1;0;2;unknown
36;single;technician;1;0;1;unknown
30;single;management;1;0;1;unknown
31;married;blue-collar;1;0;1;unknown
41;married;services;1;0;8;unknown
36;married;blue-collar;1;1;2;unknown
59;married;entrepreneur;1;0;2;unknown
36;single;management;1;0;2;unknown
32;married;technician;1;0;6;unknown
39;married;blue-collar;1;0;2;unknown
38;divorced;technician;1;0;2;unknown
40;married;self-employed;1;0;2;unknown
39;single;technician;1;0;2;unknown
30;single;services;1;1;2;unknown
38;married;services;1;0;2;unknown
32;married;services;1;1;3;unknown
37;married;blue-collar;1;0;2;unknown
31;married;management;1;0;2;unknown
44;married;blue-collar;1;0;2;unknown
45;married;blue-collar;1;1;3;unknown
36;single;blue-collar;1;0;2;unknown
27;single;blue-collar;1;0;5;unknown
27;single;blue-collar;1;0;10;unknown
48;married;blue-collar;0;0;4;unknown
41;married;blue-collar;1;0;3;unknown
36;single;blue-collar;1;0;12;unknown
32;single;management;1;0;2;unknown
31;divorced;admin.;1;0;2;unknown
43;married;retired;1;0;13;unknown
33;married;management;0;0;2;unknown
31;married;blue-collar;1;1;4;unknown
35;single;management;1;0;3;unknown
27;single;admin.;1;0;3;unknown
32;divorced;services;1;0;2;unknown
58;married;blue-collar;1;0;6;unknown
40;married;blue-collar;1;0;8;unknown
36;married;blue-collar;1;0;2;unknown
39;married;technician;1;0;7;unknown
37;married;blue-collar;1;0;3;unknown
30;married;blue-collar;1;1;2;unknown
32;married;blue-collar;1;0;2;unknown
52;married;services;1;0;5;unknown
32;married;blue-collar;1;0;2;unknown
33;divorced;unemployed;1;0;2;unknown
39;divorced;blue-collar;1;0;2;unknown
39;single;management;1;0;2;unknown
34;single;management;1;0;2;unknown
29;married;services;0;0;3;unknown
36;married;services;1;0;3;unknown
35;married;blue-collar;1;0;2;unknown
49;single;technician;1;0;2;unknown
31;single;blue-collar;1;0;3;unknown
39;married;services;1;0;2;unknown
32;married;technician;1;0;2;unknown
35;single;blue-collar;1;0;2;unknown
38;married;blue-collar;1;0;2;unknown
34;married;blue-collar;1;0;2;unknown
35;married;blue-collar;1;0;2;unknown
34;married;admin.;1;0;2;unknown
34;married;technician;1;0;12;unknown
27;single;technician;1;0;3;unknown
30;single;services;1;0;3;unknown
32;married;blue-collar;1;0;2;unknown
30;single;technician;1;0;3;unknown
38;married;blue-collar;1;1;2;unknown
31;married;blue-collar;1;0;2;unknown
23;single;student;1;0;6;unknown
30;married;unemployed;1;0;4;unknown
56;married;services;1;0;7;unknown
32;married;blue-collar;1;0;2;unknown
35;married;admin.;1;0;3;unknown
40;married;blue-collar;1;0;2;unknown
57;married;management;0;0;10;unknown
58;married;entrepreneur;0;1;7;unknown
32;married;technician;1;0;2;unknown
38;married;unemployed;1;0;2;unknown
50;married;blue-collar;1;1;6;unknown
30;single;blue-collar;1;0;5;unknown
34;married;blue-collar;1;0;1;unknown
30;divorced;technician;1;0;1;unknown
38;married;unknown;1;0;13;unknown
55;married;blue-collar;1;0;8;unknown
31;single;services;0;0;3;unknown
41;married;blue-collar;1;0;2;unknown
38;married;admin.;0;0;1;unknown
49;married;management;1;0;3;unknown
26;single;blue-collar;1;0;10;unknown
60;married;blue-collar;1;0;4;unknown
57;married;blue-collar;1;0;4;unknown
37;single;blue-collar;1;0;1;unknown
39;married;blue-collar;1;0;2;unknown
39;married;blue-collar;0;0;3;unknown
57;divorced;services;1;0;5;unknown
35;married;blue-collar;1;0;1;unknown
30;married;blue-collar;1;0;1;unknown
31;married;blue-collar;1;0;1;unknown
32;married;blue-collar;1;0;1;unknown
30;single;services;1;0;1;unknown
32;single;management;1;0;1;unknown
36;married;technician;0;0;1;unknown
34;married;blue-collar;1;0;1;unknown
39;married;blue-collar;1;0;1;unknown
42;married;management;1;0;3;unknown
33;single;admin.;1;0;1;unknown
32;married;technician;1;0;1;unknown
35;married;blue-collar;1;0;1;unknown
38;married;blue-collar;1;0;1;unknown
39;married;blue-collar;1;0;1;unknown
54;divorced;retired;1;1;6;unknown
38;married;technician;1;0;1;unknown
33;married;services;1;0;1;unknown
34;single;management;0;0;1;unknown
32;single;admin.;1;0;2;unknown
32;married;management;1;0;1;unknown
37;divorced;admin.;1;0;1;unknown
36;married;services;1;1;1;unknown
32;married;blue-collar;1;1;1;unknown
34;divorced;blue-collar;0;1;1;unknown
34;married;management;0;0;5;unknown
39;single;management;1;1;1;unknown
42;married;blue-collar;1;0;28;unknown
33;married;unemployed;1;1;1;unknown
40;single;management;1;0;1;unknown
35;married;blue-collar;1;0;1;unknown
38;married;services;1;1;1;unknown
39;married;management;1;0;1;unknown
31;married;services;1;0;2;unknown
38;married;technician;1;1;1;unknown
58;married;technician;1;0;5;unknown
33;married;services;1;1;1;unknown
34;single;blue-collar;1;0;1;unknown
34;single;services;1;0;1;unknown
37;single;admin.;1;0;1;unknown
38;married;admin.;1;0;2;unknown
34;divorced;management;1;0;1;unknown
34;married;blue-collar;1;0;1;unknown
39;married;blue-collar;1;1;1;unknown
35;single;entrepreneur;1;0;3;unknown
36;single;admin.;1;0;1;unknown
31;married;management;1;0;2;unknown
30;married;technician;1;1;1;unknown
35;married;admin.;1;0;1;unknown
35;divorced;technician;0;0;1;unknown
31;single;blue-collar;1;0;1;unknown
38;single;management;1;0;1;unknown
36;single;technician;1;0;1;unknown
36;single;student;1;0;3;unknown
33;single;blue-collar;1;0;1;unknown
34;married;blue-collar;1;0;1;unknown
32;married;management;1;0;1;unknown
39;divorced;blue-collar;1;0;5;unknown
33;married;management;1;0;1;unknown
38;divorced;technician;1;0;1;unknown
41;married;management;1;0;3;unknown
38;married;technician;1;0;1;unknown
35;single;blue-collar;1;0;1;unknown
39;married;technician;1;0;2;unknown
40;married;blue-collar;1;0;1;unknown
38;married;blue-collar;1;1;1;unknown
33;single;blue-collar;1;0;1;unknown
34;married;services;0;0;1;unknown
28;single;entrepreneur;1;0;1;unknown
36;married;services;0;0;1;unknown
34;single;technician;1;0;1;unknown
39;married;technician;1;0;1;unknown
32;married;technician;1;0;2;unknown
38;married;management;1;0;2;unknown
39;married;blue-collar;1;0;1;unknown
30;single;technician;1;0;1;unknown
31;single;blue-collar;1;0;1;unknown
37;divorced;technician;0;1;2;unknown
36;married;admin.;0;0;1;unknown
34;married;blue-collar;1;0;1;unknown
37;married;admin.;1;0;1;unknown
31;single;technician;1;0;1;unknown
48;married;self-employed;1;0;11;unknown
31;married;services;1;0;1;unknown
34;married;services;1;0;5;unknown
36;married;services;0;0;1;unknown
36;single;management;0;0;1;unknown
35;single;management;1;0;1;unknown
